timestamp,time_total
1788978050.154,0.127655
1788978051.294,0.133115
1788978052.446,0.131155
1788978053.604,0.122946
1788978054.744,0.130993
1788978055.892,0.122998
1788978057.036,0.123314
1788978058.175,0.129483
1788978059.329,0.132480
1788978060.477,0.127687
1788978061.623,0.126794
1788978062.768,0.126619
1788978063.914,0.127642
1788978065.059,0.129836
1788978066.214,0.124300
1788978067.354,0.121991
1788978068.494,0.121357
1788978069.639,0.120458
1788978070.778,0.119189
1788978071.915,0.130567
1788978073.062,0.122888
1788978074.203,0.128096
1788978075.356,0.121795
1788978076.496,0.127913
1788978077.640,0.117553
1788978078.782,0.123446
1788978079.920,0.127193
1788978081.072,0.120923
1788978082.218,0.128156
1788978083.372,0.133728
1788978084.530,0.132112
1788978085.687,0.125658
1788978086.838,0.122111
1788978087.978,0.125689
1788978089.128,0.119813
1788978090.264,0.126259
1788978091.415,0.121763
1788978092.552,0.124547
1788978093.701,0.129627
1788978094.848,0.124001
1788978095.991,0.128190
1788978097.144,0.126009
1788978098.288,0.117674
1788978099.420,0.128815
1788978100.571,0.129066
1788978101.720,0.131335
1788978102.870,0.128271
1788978104.017,0.129732
1788978105.171,0.122271
1788978106.311,0.119109
1788978107.454,0.123069
1788978108.595,0.127844
1788978109.740,0.119879
1788978110.883,0.118574
1788978112.026,0.033395
1788978113.078,0.042565
1788978114.139,0.031362
1788978115.182,0.036270
1788978116.238,0.035390
1788978117.286,0.026926
1788978118.323,0.041132
1788978119.378,0.037219
1788978120.427,0.034845
1788978121.481,0.030123
1788978122.524,0.033935
1788978123.575,0.041918
1788978124.628,0.033294
1788978125.673,0.035277
1788978126.725,0.024321
1788978127.766,0.028013
1788978128.812,0.034440
1788978129.863,0.042884
1788978130.914,0.023499
1788978131.948,0.042080
1788978133.008,0.033803
1788978134.061,0.025403
1788978135.108,0.031529
1788978136.150,0.030288
1788978137.197,0.039060
1788978138.247,0.043426
178
